date,diff
28:22.0,120
28:22.1,30
28:22.1,234
28:22.1,217
28:22.2,162
28:22.2,147
28:22.2,119
28:22.2,130
28:22.3,40
28:22.3,43
28:22.3,40
28:22.4,109
28:22.5,119
28:22.5,138
28:22.5,138
28:22.5,130
28:22.5,92
28:22.6,205
28:22.6,180
28:22.7,122
28:22.7,102
28:22.7,86
28:22.7,61
28:22.8,25
28:22.8,216
28:22.8,210
28:22.8,210
28:22.8,172
28:22.9,160
28:23.0,71.5
28:23.0,78
28:23.0,66
28:23.0,29
28:23.1,163
28:23.1,144
28:23.1,128
28:23.1,114
28:23.1,108
28:23.2,32
28:23.2,214
28:23.2,213.5
28:23.3,199
28:23.3,139
28:23.3,138.5
28:23.4,106
28:23.4,102
28:23.4,57
28:23.5,201
28:23.5,147
28:23.6,114
28:23.6,99
28:23.6,92
28:23.6,58.5
28:23.7,186
28:23.7,183
28:23.7,180
28:23.8,80
28:23.8,56
28:23.8,112
28:23.9,35
28:23.9,30
28:24.0,209
28:24.0,174
28:24.0,176
28:24.0,170
28:24.1,75
28:24.1,65
28:24.1,40
28:24.1,41
28:24.2,184
28:24.2,155
28:24.2,156
28:24.3,66.5
28:24.3,71
28:24.3,64
28:24.4,215
28:24.5,147
28:24.5,158
28:24.5,153
28:24.5,139
28:24.5,107
28:24.6,200
28:24.6,171
28:24.7,152.5
28:24.7,135
28:24.7,119
28:24.7,99
28:24.8,59
28:24.8,14
28:24.8,223.5
28:24.9,210
28:24.9,198
28:25.0,106.5
28:25.0,109
28:25.0,97
28:25.0,67
28:25.1,183
28:25.1,151
28:25.2,178.5
28:25.2,129
28:25.2,36
28:25.2,100
28:25.3,84
28:25.3,201
28:25.3,221
28:25.4,194
28:25.4,190
28:25.4,167
28:25.4,143
28:25.5,71
28:25.5,17
28:25.6,217
28:25.6,208
28:25.6,183
28:25.6,147
28:25.6,136
28:25.7,57
28:25.7,54
28:25.7,57
28:25.8,181
28:25.8,177
28:25.8,148
28:25.9,129
28:25.9,130
28:26.0,45
28:26.0,41
28:26.0,28
28:26.0,219.33333
28:26.1,122
28:26.1,113
28:26.1,116
28:26.1,93
28:26.2,18
28:26.2,206
28:26.2,208
28:26.3,118
28:26.3,83
28:26.4,45
28:26.5,194
28:26.5,258
28:26.5,190
28:26.5,232
28:26.5,208
28:26.6,80
28:26.6,3
28:26.7,224.66667
28:26.7,200
28:26.8,171
28:26.8,161
28:26.8,121
28:26.8,100.5
28:26.9,87
28:26.9,87
28:26.9,23
28:27.0,206.5
28:27.0,195
28:27.0,170
28:27.0,150
28:27.1,63
28:27.1,32
28:27.2,221.33333
28:27.2,191
28:27.2,184
28:27.2,139
28:27.2,154
28:27.3,140
28:27.3,50.333332
28:27.4,23
28:27.4,216
28:27.5,152
28:27.5,153
28:27.5,132
28:27.5,79
28:27.6,57
28:27.6,18
28:27.6,24
28:27.6,210
28:27.6,203
28:27.6,199
28:27.7,113
28:27.7,108
28:27.8,272
28:27.8,265.66666
28:27.9,232
28:27.9,224
28:28.0,146
28:28.0,91.5
28:28.0,94
28:28.1,209.5
28:28.1,213
28:28.1,192
28:28.1,190
28:28.2,116
28:28.2,87
28:28.2,90
28:28.3,59
28:28.3,217
28:28.3,190
28:28.4,143
28:28.5,75
28:28.5,77
28:28.5,63
28:28.6,176
28:28.6,126
28:28.7,45.5
28:28.7,21
28:28.8,205.5
28:28.8,161
28:28.8,141
28:28.8,142
28:28.9,126
28:28.9,127
28:28.9,76
28:29.0,220
28:29.0,205
28:29.0,191
28:29.1,104
28:29.1,69
28:29.2,33
28:29.2,29
28:29.3,213
28:29.3,211.33333
28:29.3,151
28:29.3,143
28:29.3,127
28:29.3,132
28:29.4,104
28:29.4,67
28:29.5,5
28:29.5,26
28:29.5,209
28:29.5,149
28:29.6,129
28:29.6,92
28:29.6,92
28:29.6,47
28:29.7,214
28:29.7,192
28:29.7,175
28:29.7,192
28:29.8,75.666664
28:29.8,77
28:29.9,38
28:29.9,45
28:29.9,32.5
28:30.0,180
28:30.0,173
28:30.0,127
28:30.1,19.5
28:30.1,10
28:30.1,19
28:30.1,21
28:30.1,2
28:30.1,221
28:30.2,148
28:30.2,119
28:30.3,104
28:30.3,89
28:30.4,202
28:30.4,212
28:30.4,171
28:30.4,225
28:30.5,107
28:30.5,103
28:30.5,96
28:30.6,221
28:30.6,197
28:30.6,215
28:30.7,133
28:30.7,108
28:30.8,70
28:30.8,26
28:30.8,3
28:30.9,215.33333
28:30.9,157
28:31.0,105
28:31.0,86
28:31.0,70.5
28:31.0,58
28:31.1,189
28:31.1,161
28:31.2,124
28:31.2,120
28:31.2,57
28:31.3,29
28:31.3,34
28:31.3,188.5
28:31.3,184
28:31.3,153
28:31.3,172
28:31.4,109
28:31.5,53.333332
28:31.5,27.5
28:31.5,218
28:31.5,191
28:31.6,171
28:31.6,134
28:31.6,137
28:31.6,89
28:31.7,63
28:31.7,33
28:31.7,246.66667
28:31.8,160.5
28:31.8,160.5
28:31.9,132
28:31.9,71
28:32.0,207
28:32.0,219
28:32.1,104.666664
28:32.1,107.333336
28:32.1,90
28:32.1,88
28:32.1,88
28:32.3,192
28:32.3,194
28:32.3,178
28:32.3,109
28:32.4,69.5
28:32.4,34
28:32.4,46
28:32.5,192
28:32.5,184
28:32.6,39
28:32.6,26.5
28:32.6,30
28:32.7,162
28:32.7,143
28:32.8,101
28:32.8,38
28:32.9,28.5
28:32.9,24
28:32.9,191
28:33.0,143
28:33.0,137
28:33.0,100
28:33.0,94
28:33.0,100
28:33.0,93
28:33.1,213
28:33.1,194
28:33.2,159.5
28:33.2,154
28:33.2,93
28:33.2,91
28:33.3,66
28:33.3,65
28:33.3,218
28:33.3,218.66667
28:33.4,149
28:33.4,100
28:33.5,94
28:33.5,97
28:33.5,67
28:33.5,44
28:33.6,211
28:33.6,173
28:33.6,130
28:33.7,105
28:33.7,74
28:33.7,50
28:33.7,28.5
28:33.8,205
28:33.8,155.5
28:33.8,156
28:33.8,149
28:33.9,139
28:33.9,119
28:33.9,105
28:34.0,205
28:34.0,210
28:34.1,116
28:34.1,90.666664
28:34.1,100
28:34.1,76
28:34.1,80
28:34.3,180
28:34.3,183
28:34.3,220
28:34.3,163
28:34.3,96
28:34.3,141
28:34.4,55.5
28:34.4,66
28:34.4,18
28:34.5,209.5
28:34.5,143
28:34.6,69
28:34.6,56
28:34.7,199
28:34.7,193
28:34.7,173
28:34.8,137
28:34.8,72
28:34.9,53
28:34.9,61
28:34.9,57
28:34.9,43
28:34.9,1
28:35.0,171
28:35.0,164
28:35.0,129
28:35.0,128
28:35.0,130
28:35.0,125
28:35.1,18
28:35.1,225
28:35.2,197
28:35.2,149
28:35.2,120
28:35.2,118
28:35.2,130
28:35.3,102
28:35.3,32.5
28:35.3,27.5
28:35.4,126
28:35.5,105
28:35.5,109
28:35.5,125
28:35.5,120
28:35.5,93
28:35.5,95
28:35.5,66
28:35.6,250
28:35.6,140
28:35.7,130
28:35.7,148
28:35.7,124
28:35.7,78.5
28:35.8,15
28:35.9,219
28:35.9,211.33333
28:35.9,201
28:35.9,186
28:36.0,77
28:36.0,59
28:36.1,190
28:36.1,171.66667
28:36.1,159
28:36.1,159
28:36.3,37
28:36.3,41
28:36.3,39
28:36.3,32
28:36.3,22
28:36.3,183
28:36.3,171
28:36.3,179
28:36.4,150.5
28:36.4,101
28:36.5,31
28:36.5,213
28:36.5,194
28:36.6,156
28:36.6,125
28:36.6,110
28:36.6,104.5
28:36.7,29
28:36.7,27
28:36.7,219
28:36.8,185
28:36.8,123
28:36.8,125
28:36.9,105
28:36.9,108
28:36.9,94
28:37.0,267
28:37.0,254
28:37.0,170
28:37.0,220.66667
28:37.1,113.5
28:37.1,114
28:37.1,41
28:37.1,87
28:37.2,207
28:37.2,206.5
28:37.2,215
28:37.3,114
28:37.3,120
28:37.3,114
28:37.3,109
28:37.4,50
28:37.5,206
28:37.5,198
28:37.5,211
28:37.5,193
28:37.5,187
28:37.5,152
28:37.6,30
28:37.6,15
28:37.7,4
28:37.7,197
28:37.7,175
28:37.7,151
28:37.8,111
28:37.9,40
28:37.9,36.666668
28:37.9,27
28:37.9,204
28:38.0,119.5
28:38.0,103
28:38.0,105
28:38.1,10
28:38.1,203
28:38.2,165.5
28:38.3,84
28:38.3,85
28:38.3,78
28:38.3,77
28:38.4,209
28:38.4,214.66667
28:38.4,193
28:38.4,206
28:38.5,120
28:38.5,69
28:38.6,48
28:38.6,51
28:38.6,218
28:38.6,209
28:38.6,191
28:38.6,190
28:38.6,198
28:38.7,113
28:38.8,90
28:38.8,43
28:38.8,200
28:38.8,215.66667
28:38.9,186
28:38.9,185
28:39.0,92
28:39.0,81
28:39.0,43
28:39.0,55
28:39.0,38
28:39.0,50.5
28:39.1,167
28:39.1,163
28:39.1,160
28:39.1,162
28:39.1,144
28:39.2,35
28:39.2,39
28:39.3,161
28:39.4,119
28:39.4,100
28:39.5,29.5
28:39.5,44
28:39.5,21
28:39.5,211
28:39.5,256
28:39.6,136
28:39.6,69
28:39.7,58
28:39.8,222
28:39.8,224
28:39.8,207.66667
28:39.9,140.33333
28:39.9,139
28:39.9,133
28:39.9,88
28:39.9,81
28:40.0,219
28:40.0,207
28:40.0,218
28:40.0,210
28:40.1,117
28:40.1,124
28:40.1,80
28:40.2,52.333332
28:40.3,195
28:40.3,187.33333
28:40.3,181
28:40.3,185
28:40.4,44
28:40.4,53.25
28:40.4,43
28:40.5,203
28:40.5,187
28:40.5,180
28:40.5,128
28:40.6,107
28:40.6,110
28:40.6,71
28:40.6,53
28:40.6,43
28:40.6,27
28:40.6,24
28:40.7,162
28:40.8,142
28:40.8,97
28:40.8,44.333332
28:40.9,18
28:40.9,31
28:40.9,13
28:40.9,3
28:41.0,94
28:41.0,148
28:41.0,136
28:41.0,143.5
28:41.2,217
28:41.2,209
28:41.2,209
28:41.2,153
28:41.2,134.5
28:41.2,140
28:41.3,110
28:41.3,35
28:41.4,200
28:41.4,198
28:41.5,128.5
28:41.5,120
28:41.5,88
28:41.6,179
28:41.6,167
28:41.8,42.333332
28:41.8,39
28:41.8,27
28:41.9,196
28:41.9,188.5
28:41.9,183
28:41.9,177
28:41.9,132
28:42.0,38
28:42.0,37.5
28:42.0,33
28:42.1,160
28:42.1,164
28:42.1,123
28:42.2,93
28:42.2,90
28:42.3,229
28:42.3,216
28:42.3,221
28:42.3,203
28:42.3,204
28:42.3,210
28:42.4,141
28:42.4,150
28:42.4,137
28:42.5,72
28:42.5,97
28:42.5,59
28:42.5,54
28:42.6,207
28:42.6,204
28:42.6,167
28:42.6,146
28:42.6,119
28:42.7,64
28:42.7,42
28:42.7,15
28:42.8,220
28:42.8,195
28:42.8,142
28:42.8,145
28:42.9,140
28:42.9,113
28:42.9,130
28:42.9,115
28:42.9,113
28:42.9,104
28:43.0,197
28:43.0,203.5
28:43.0,201
28:43.1,79
28:43.2,36.5
28:43.2,49
28:43.2,41
28:43.2,33
28:43.2,207
28:43.2,187
28:43.3,188
28:43.3,180
28:43.3,159
28:43.4,30
28:43.4,34
28:43.4,16
28:43.4,26
28:43.5,186
28:43.5,174
28:43.5,165
28:43.5,128
28:43.7,210
28:43.7,209
28:43.8,132.5
28:43.8,116
28:43.8,57
28:43.9,64
28:43.9,55
28:43.9,58
28:43.9,51
28:43.9,200
28:43.9,197
28:44.0,168
28:44.0,159
28:44.0,128
28:44.0,129
28:44.0,118
28:44.0,115
28:44.1,32
28:44.1,15
28:44.2,219
28:44.2,191
28:44.2,188
28:44.2,180
28:44.2,106
28:44.3,32.5
28:44.3,21
28:44.3,21
28:44.3,24.5
28:44.4,167
28:44.4,184
28:44.4,173
28:44.5,112
28:44.5,121.5
28:44.5,97
28:44.5,92
28:44.5,63
28:44.6,25
28:44.6,19
28:44.6,201
28:44.6,170
28:44.6,179
28:44.6,157
28:44.7,132
28:44.7,97
28:44.7,50
28:44.8,31
28:44.8,9
28:44.8,18
28:44.9,227.5
28:44.9,225
28:44.9,213
28:44.9,198
28:44.9,187
28:45.0,6
28:45.0,57
28:45.1,225
28:45.1,224.5
28:45.1,162
28:45.1,151
28:45.2,133
28:45.2,127
28:45.2,129.5
28:45.2,123
28:45.2,111
28:45.2,65
28:45.3,45
28:45.3,45
28:45.3,25
28:45.4,115
28:45.4,115
28:45.4,119
28:45.4,101
28:45.4,110
28:45.5,57
28:45.5,34
28:45.5,27
28:45.5,206
28:45.6,112
28:45.6,101
28:45.7,34.666668
28:45.7,14
28:45.8,166
28:45.8,165
28:45.9,99
28:45.9,102
28:45.9,94.5
28:45.9,18
28:46.0,214
28:46.0,204
28:46.0,168
28:46.0,156
28:46.0,168
28:46.0,163
28:46.1,77
28:46.1,61
28:46.2,35
28:46.2,220
28:46.2,198
28:46.3,107
28:46.3,129.5
28:46.3,109
28:46.3,116.5
28:46.3,114
28:46.3,107
28:46.4,43
28:46.5,202.66667
28:46.5,213
28:46.5,188
28:46.5,183
28:46.5,153
28:46.6,110
28:46.6,71
28:46.6,38
28:46.6,24
28:46.7,0
28:46.7,191
28:46.7,137
28:46.8,117
28:46.8,117
28:46.8,101
28:46.9,53
28:46.9,49
28:46.9,36
28:46.9,26.5
28:46.9,20
28:46.9,6
28:46.9,189
28:47.0,99
28:47.0,100
28:47.1,34
28:47.1,36
28:47.1,10
28:47.1,203
28:47.1,192
28:47.2,172
28:47.2,167
28:47.2,104
28:47.3,82
28:47.3,85
28:47.3,64
28:47.3,22
28:47.4,154
28:47.4,153
28:47.4,207
28:47.4,210.5
28:47.4,141
28:47.5,95
28:47.5,115
28:47.5,75
28:47.6,205
28:47.6,197
28:47.6,187
28:47.7,118
28:47.7,104
28:47.7,97
28:47.8,28
28:47.8,30
28:47.9,189
28:47.9,175
28:47.9,194
28:47.9,179
28:47.9,173
28:47.9,102
28:48.0,80
28:48.0,71
28:48.0,38
28:48.0,38
28:48.0,24
28:48.0,34
28:48.0,30
28:48.1,204
28:48.1,169
28:48.1,153
28:48.2,129
28:48.2,38
28:48.2,27.5
28:48.2,19
28:48.3,28
28:48.3,168
28:48.3,157
28:48.3,161
28:48.3,162
28:48.3,159
28:48.4,151
28:48.5,21
28:48.5,25
28:48.5,39.5
28:48.5,214
28:48.5,198
28:48.6,119
28:48.6,90
28:48.7,48
28:48.7,10.5
28:48.8,236
28:48.8,221.5
28:48.8,217
28:48.8,198
28:48.9,135.5
28:48.9,122.666664
28:48.9,101
28:48.9,59
28:49.0,195.33333
28:49.1,124.5
28:49.1,102
28:49.1,72
28:49.1,62
28:49.2,45
28:49.2,39
28:49.2,31.5
28:49.2,192
28:49.3,171
28:49.3,172
28:49.3,152
28:49.3,110
28:49.3,100
28:49.4,22
28:49.4,24.666666
28:49.4,30.5
28:49.4,10
28:49.5,183
28:49.5,153
28:49.6,93
28:49.6,24
28:49.6,28
28:49.6,19
28:49.6,6
28:49.7,161
28:49.7,146
28:49.7,144
28:49.8,103
28:49.8,77
28:49.8,68
28:49.9,18
28:49.9,198
28:49.9,239
28:50.0,126
28:50.0,117
28:50.0,82
28:50.0,103
28:50.0,127
28:50.1,26
28:50.2,227.5
28:50.2,205
28:50.2,190.5
28:50.2,128.5
28:50.2,114
28:50.3,134
28:50.3,97
28:50.3,33
28:50.3,39
28:50.3,43
28:50.3,35
28:50.4,29
28:50.4,176
28:50.5,112
28:50.5,122.5
28:50.5,103
28:50.5,75
28:50.5,64
28:50.6,173
28:50.7,135
28:50.7,97
28:50.8,49
28:50.8,23
28:50.8,23
28:50.8,19
28:50.8,10
28:50.9,158
28:50.9,159
28:50.9,152.5
28:50.9,148
28:50.9,93
28:50.9,81
28:51.0,7.6666665
28:51.1,154.5
28:51.1,133
28:51.1,104
28:51.1,97
28:51.2,77
28:51.3,270.5
28:51.3,262
28:51.3,265
28:51.3,176.33333
28:51.3,192
28:51.4,131
28:51.4,49.5
28:51.4,106
28:51.4,123.5
28:51.4,124
28:51.4,41
28:51.4,107
28:51.5,209.5
28:51.6,178
28:51.6,171
28:51.6,106
28:51.6,112
28:51.6,104
28:51.6,88
28:51.6,87
28:51.7,30
28:51.7,216.5
28:51.8,186
28:51.8,158
28:51.8,148
28:51.9,103.333336
28:51.9,107
28:51.9,59.5
28:52.0,204
28:52.0,196
28:52.0,159
28:52.0,158.66667
28:52.1,107
28:52.1,97
28:52.2,21
28:52.2,212
28:52.2,198
28:52.2,149.5
28:52.2,143
28:52.3,150
28:52.3,122
28:52.4,49
28:52.4,199
28:52.4,206
28:52.5,140
28:52.5,146.5
28:52.5,132
28:52.5,121
28:52.5,91
28:52.5,84
28:52.7,204
28:52.7,197
28:52.7,176.5
28:52.8,109
28:52.8,105
28:52.8,90
28:52.8,86
28:52.9,25
28:52.9,26
28:52.9,16
28:52.9,178
28:52.9,164
28:53.0,92.666664
28:53.0,84
28:53.1,21
28:53.1,208.5
28:53.1,185
28:53.2,165
28:53.2,96
28:53.3,84.5
28:53.3,74
28:53.3,216.66667
28:53.3,215
28:53.4,181
28:53.4,147
28:53.4,153.5
28:53.4,159
28:53.4,150
28:53.5,84
28:53.5,48
28:53.5,40
28:53.6,209
28:53.6,222
28:53.6,183
28:53.6,166
28:53.6,151
28:53.6,164
28:53.6,155
28:53.6,134
28:53.6,131
28:53.7,45.5
28:53.8,268
28:53.8,202
28:53.8,199
28:53.9,206
28:53.9,203
28:53.9,191
28:53.9,117
28:53.9,135.5
28:54.1,212
28:54.1,210.5
28:54.1,199
28:54.2,110
28:54.2,101
28:54.2,92.5
28:54.2,82
28:54.2,39
28:54.2,27
28:54.3,28
28:54.3,204
28:54.3,208
28:54.4,144
28:54.4,80
28:54.4,86
28:54.5,19
28:54.5,24
28:54.5,11
28:54.5,202
28:54.5,183
28:54.7,206
28:54.7,186
28:54.8,156.5
28:54.8,140
28:54.8,135.5
28:54.9,75
28:54.9,76
28:54.9,65.333336
28:54.9,66
28:54.9,6
28:55.0,199
28:55.0,145
28:55.0,148
28:55.0,137
28:55.1,36.5
28:55.2,261
28:55.2,199
28:55.3,190
28:55.3,182
28:55.3,91
28:55.3,93
28:55.3,66
28:55.3,96
28:55.3,100
28:55.4,88.5
28:55.4,55
28:55.4,199
28:55.4,233
28:55.4,225
28:55.5,199.5
28:55.5,158
28:55.6,97.5
28:55.6,64
28:55.6,46
28:55.6,27
28:55.6,48
28:55.6,7
28:55.7,172
28:55.7,140
28:55.8,122
28:55.8,84.5
28:55.9,36
28:55.9,29
28:55.9,31
28:55.9,10
28:55.9,218
28:55.9,205.33333
28:55.9,208
28:56.1,29
28:56.1,234
28:56.1,236
28:56.1,184
28:56.2,164
28:56.2,150.5
28:56.2,145
28:56.2,128
28:56.2,80
28:56.2,71
28:56.3,86
28:56.3,76
28:56.3,20
28:56.3,46
28:56.4,151
28:56.4,127
28:56.4,126
28:56.4,182
28:56.5,66
28:56.5,59
28:56.5,36
28:56.5,25
28:56.5,18
28:56.7,118
28:56.7,84.666664
28:56.7,67
28:56.8,33
28:56.8,23
28:56.8,11
28:56.9,176
28:56.9,182
28:56.9,181
28:56.9,172
28:56.9,171
28:57.0,78
28:57.0,63
28:57.0,74
28:57.0,62
28:57.0,26
28:57.0,29.5
28:57.1,222
28:57.1,143
28:57.2,112
28:57.2,90
28:57.2,27
28:57.3,7
28:57.3,19
28:57.3,215
28:57.3,145
28:57.3,138.5
28:57.3,158
28:57.4,156
28:57.4,138
28:57.4,147
28:57.4,109
28:57.4,42.5
28:57.5,46
28:57.5,28
28:57.5,24
28:57.5,202.5
28:57.5,190
28:57.6,141.5
28:57.6,110
28:57.6,95
28:57.6,91
28:57.6,61
28:57.7,23.5
28:57.7,260
28:57.8,226
28:57.8,201
28:57.8,163
28:57.9,133
28:57.9,131
28:57.9,111
28:57.9,70
28:57.9,91
28:58.0,186
28:58.1,131
28:58.1,124
28:58.1,122
28:58.1,105.5
28:58.1,65.5
28:58.2,37
28:58.2,28.5
28:58.2,18.5
28:58.2,14
28:58.2,4
28:58.2,188
28:58.3,171
28:58.3,167
28:58.3,128
28:58.3,137
28:58.4,20
28:58.4,23
28:58.4,7
28:58.4,7
28:58.4,19
28:58.5,157
28:58.5,133
28:58.5,121
28:58.5,133
28:58.5,119
28:58.6,24
28:58.6,6
28:58.7,172
28:58.7,141.5
28:58.7,132
28:58.8,118
28:58.8,70
28:58.8,77
28:58.8,64
28:58.9,10
28:58.9,211.5
28:58.9,260
28:59.0,132
28:59.0,115
28:59.0,119
28:59.0,111
28:59.0,82
28:59.1,44
28:59.1,26
28:59.2,214
28:59.2,213
28:59.2,201
28:59.2,156
28:59.2,127
28:59.3,107
28:59.3,119
28:59.3,91
28:59.3,21
28:59.3,14
28:59.4,29
28:59.4,26
28:59.4,211
28:59.4,213.33333
28:59.5,142
28:59.5,114.5
28:59.5,126
28:59.5,108
28:59.5,72.5
28:59.5,68
28:59.6,23
28:59.6,202
28:59.6,191
28:59.6,158
28:59.7,123
28:59.7,119
28:59.7,82
28:59.8,50
28:59.8,15.5
28:59.8,17
28:59.9,174
28:59.9,152
28:59.9,150
28:59.9,134
28:59.9,91
29:00.0,2
29:00.1,171
29:00.1,163
29:00.1,164
29:00.1,146.5
29:00.1,122
29:00.1,104
29:00.2,79
29:00.2,69
29:00.2,60
29:00.2,5
29:00.3,263
29:00.3,261
29:00.3,229
29:00.3,194
29:00.3,184
29:00.4,57
29:00.4,114
29:00.4,46
29:00.4,44
29:00.4,80.5
29:00.5,209.33333
29:00.5,209
29:00.6,119
29:00.6,115
29:00.6,97
29:00.7,39
29:00.7,4
29:00.8,218.33333
29:00.8,173
29:00.8,161
29:00.9,106
29:00.9,92
29:00.9,80.5
29:00.9,82
29:01.0,3
29:01.0,205
29:01.0,218
29:01.0,212
29:01.0,173
29:01.1,144
29:01.1,134
29:01.1,127
29:01.1,119
29:01.2,40
29:01.2,36
29:01.2,22
29:01.2,203
29:01.2,173
29:01.3,158
29:01.3,153.5
29:01.3,163
29:01.3,66
29:01.3,70
29:01.4,70
29:01.4,36
29:01.4,190
29:01.5,151
29:01.5,158.5
29:01.5,159.5
29:01.5,119.5
29:01.5,107
29:01.6,29
29:01.6,16
29:01.7,205
29:01.7,197
29:01.7,173.5
29:01.8,148
29:01.8,118
29:01.8,119
29:01.9,43
29:01.9,32
29:01.9,32
29:01.9,15.333333
29:01.9,191
29:02.0,113.5
29:02.0,105
29:02.1,48
29:02.1,43
29:02.1,24
29:02.1,203
29:02.2,175
29:02.2,163
29:02.2,181
29:02.2,111
29:02.3,96
29:02.3,94
29:02.3,64
29:02.3,28
29:02.4,216.5
29:02.4,165
29:02.4,170
29:02.4,154
29:02.5,120
29:02.5,134.33333
29:02.5,38
29:02.6,210
29:02.6,167
29:02.6,179
29:02.6,171
29:02.6,152
29:02.7,96
29:02.7,56
29:02.8,47
29:02.8,32
29:02.8,235.5
29:02.8,202
29:02.9,158
29:02.9,217
29:02.9,156.5
29:02.9,182
29:03.0,58
29:03.0,7
29:03.1,220
29:03.1,208.33333
29:03.2,136
29:03.2,123
29:03.2,101.5
29:03.2,86
29:03.2,84
29:03.3,38
29:03.3,36
29:03.3,39
29:03.3,204
29:03.3,174
29:03.4,177
29:03.4,177
29:03.4,145
29:03.4,114
29:03.4,70
29:03.5,34
29:03.5,43.5
29:03.5,57
29:03.5,24
29:03.5,215
29:03.7,40.5
29:03.7,19.5
29:03.7,5
29:03.8,209
29:03.8,205
29:03.8,181.5
29:03.8,184.5
29:03.9,103
29:03.9,99
29:03.9,96
29:03.9,94
29:03.9,81
29:03.9,31
29:04.0,6
29:04.0,172.5
29:04.0,165
29:04.1,109
29:04.1,99
29:04.1,79
29:04.1,35
29:04.2,203
29:04.3,166
29:04.3,157
29:04.3,103
29:04.3,104
29:04.3,87
29:04.4,51
29:04.4,76
29:04.4,56
29:04.4,36
29:04.4,209
29:04.4,208
29:04.5,179
29:04.5,199
29:04.5,196
29:04.5,198
29:04.5,176
29:04.5,102
29:04.6,72
29:04.6,50
29:04.7,212.66667
29:04.7,200.5
29:04.7,156
29:04.8,106.5
29:04.8,46.5
29:04.8,34
29:04.9,204
29:04.9,211
29:04.9,181
29:04.9,187
29:05.0,98
29:05.1,5
29:05.1,219
29:05.1,204
29:05.1,205
29:05.2,146
29:05.2,112.5
29:05.2,108
29:05.2,91
29:05.2,88
29:05.3,50
29:05.3,40
29:05.3,49
29:05.3,49
29:05.3,205
29:05.4,193
29:05.4,102
29:05.4,163
29:05.4,80
29:05.5,43
29:05.5,73
29:05.5,35
29:05.6,204
29:05.6,212.5
29:05.6,173
29:05.7,90
29:05.7,71
29:05.7,54
29:05.8,24
29:05.8,7076
29:05.8,7071.25
29:05.9,7023
29:05.9,6999
29:05.9,6984
29:05.9,7013
29:12.8,92
29:12.8,143
29:12.8,112.5
29:12.8,104
29:12.8,96.5
29:12.8,94
29:12.8,108.5
29:12.8,96.5
29:12.8,51
29:12.8,107
29:12.8,83
29:12.8,89.333336
29:12.8,101.333336
29:12.8,121
29:12.8,84.333336
29:12.8,88
29:12.8,82.666664
29:12.8,49.5
29:12.8,75
29:12.8,90.666664
29:12.8,92.666664
29:12.8,48
29:12.8,120
29:12.9,303
29:12.9,305.33334
29:12.9,245
29:12.9,267
29:12.9,263.33334
29:12.9,192
29:12.9,246
29:12.9,263
29:12.9,256
29:12.9,259
29:12.9,226
29:12.9,285.66666
29:12.9,274.66666
29:12.9,225.33333
29:12.9,228.33333
29:12.9,214
29:12.9,249
29:12.9,299
29:12.9,219.66667
29:12.9,235
29:12.9,229.25
29:12.9,247.33333
29:12.9,237
29:12.9,185.66667
29:12.9,218.33333
29:12.9,202
29:12.9,192.75
29:12.9,191.33333
29:12.9,216
29:12.9,243
29:12.9,225
29:12.9,249.5
29:12.9,219
29:13.0,174
29:14.0,213
29:14.8,283
29:14.8,190.5
29:14.8,246
29:14.8,228.5
29:14.8,180
29:14.8,207
29:14.8,223.5
29:14.8,198.5
29:14.8,204
29:14.8,173.66667
29:14.8,208.5
29:14.8,227.33333
29:14.8,256
29:14.8,189.5
29:14.8,200.75
29:14.8,149.66667
29:14.8,195
29:14.8,184.75
29:14.8,200.25
29:14.9,199
29:14.9,198.5
29:14.9,82
29:14.9,168
29:14.9,106
29:14.9,129
29:14.9,130.5
29:14.9,141
29:14.9,176.5
29:14.9,93.5
29:14.9,169.5
29:14.9,177.75
29:14.9,108.5
29:14.9,123.25
29:14.9,149.33333
29:14.9,130.75
29:14.9,84
29:14.9,160
29:14.9,113.75
29:14.9,129
29:14.9,89.5
29:14.9,45
29:14.9,117.75
29:14.9,74.5
29:14.9,138.75
29:15.0,235
29:15.1,81
29:16.0,92
29:16.3,57
29:16.8,297.66666
29:16.8,317.5
29:16.8,303.5
29:16.8,278.5
29:16.8,279
29:16.8,286.5
29:16.8,277.5
29:16.8,262.75
29:16.8,316
29:16.8,300
29:16.8,301.33334
29:16.8,271.25
29:16.8,244
29:16.8,248
29:16.8,258.66666
29:16.8,265.75
29:16.8,265.75
29:16.8,330
29:16.9,266
29:16.9,265.5
29:16.9,225.5
29:16.9,192
29:16.9,206
29:16.9,182.5
29:16.9,254.5
29:16.9,176.5
29:16.9,217
29:16.9,249
29:16.9,205
29:16.9,224.33333
29:16.9,215.66667
29:16.9,219.5
29:16.9,205
29:16.9,167.5
29:16.9,166
29:16.9,204
29:16.9,176
29:17.1,215
29:17.1,129
29:17.4,65
29:17.9,81
29:17.9,87
29:17.9,99
29:17.9,78
29:17.9,71
29:17.9,84
29:17.9,74
29:17.9,56
29:17.9,74
29:17.9,55
29:17.9,60.5
29:17.9,46
29:17.9,53
29:17.9,59
29:17.9,40
29:17.9,66
29:17.9,46
29:17.9,51.5
29:18.0,147
29:18.3,163
29:18.6,70
29:18.8,126
29:18.8,97
29:18.8,106
29:18.8,91
